"Timestamp","Sources","Authors","Content","Opinions","Tags","Link","Classification"
"2015-06-08 17:28:27","Twitter search","Maria Paula","¿Por que no tengo una pizza con Coca-Cola a mi lado?¿POR QUE?","Positive","","http://twitter.com/MariaPaulaCruz4/statuses/608022803535822848","M"
"2015-06-08 18:00:10","Twitter search","Juliana","¿Por que no tengo una pizza con Coca-Cola a mi lado?¿POR QUE?","Positive","","http://twitter.com/Ju____4/statuses/608030785174675456","M"
"2015-06-08 18:13:30","Twitter search","Patricia✨","estaria nesesitndo 39 big mac con papas y coca cola","Positive","","http://twitter.com/BeibiPringles/statuses/608034141884555264","M"
"2015-06-08 18:12:30","Twitter search","Celeste ♡","estaria nesesitndo 39 big mac con papas y coca cola","Positive","","http://twitter.com/CelesteBaleija/statuses/608033888884170753","M"
"2015-06-08 18:11:57","Twitter search","Yamii♡","estaria nesesitndo 39 big mac con papas y coca cola","Positive","","http://twitter.com/xZAYNMYBLACKx/statuses/608033749025095680","M"
"2015-06-08 16:26:58","Twitter: @CocaColaCol","jesus elias","No hay nada mejor que levantarce un domingo a desayunar pastel de cerdo con @CocaColaCol  y escuchando la musica de @CHURO_DIAZ","Positive","","http://twitter.com/luiyi300/statuses/608007328907034624","A"
"2015-06-08 19:10:24","Twitter search","Gogo","+ y la previa donde la hacemos?. - previa de pizza y coca cola querrás decir","Positive","","http://twitter.com/Gogo_Pereira/statuses/608048459975946241","M"
"2015-06-08 19:10:11","Twitter search","ximena s","Dios castigame con una cocacola bien fría y una porción de pizza. Amen jaja :(","Positive","","http://twitter.com/ximenas6/statuses/608048403407339522","M"
"2015-06-08 19:05:05","Twitter search","k","Solo hace falta unos fritos de pollo y una coca cola bien fría y ah ver película 😍😍😍😍","Positive","","http://twitter.com/kevinangulo09/statuses/608047122735353857","M"
"2015-06-08 19:20:49","Twitter search","JM Reyes","@AuriSarmiento claramente, aunque no falta el impío que baja un tamal con CocaCola.","Positive","","http://twitter.com/machecor/statuses/608051079453024258","M"
"2015-06-08 19:17:39","Twitter search","Jenni","A mi este clima solo me dan ganas de una mazorca desgranada con pollo, y repleta de tocineta con un vaso de coca cola.","Positive","","http://twitter.com/JenniferCadenas/statuses/608050284963708930","M"
"2015-06-08 20:05:44","Twitter search","Breeeen#","La coca cola, las golosinas y el chocolate me estan arruinando la vida claramente #BrenSufre ☹","Positive","","http://twitter.com/BrenCalle_/statuses/608062383173562368","M"
"2015-06-08 20:04:02","Twitter search","Mona Maria","#ChoquelasSiAUsted le gustan los doritos con cocacola 😻😻","Positive","","http://twitter.com/Mona__Maria/statuses/608061957132939264","M"
"2015-06-08 21:07:50","Twitter search","⚫Mauricio Leal⚫","#UstedEsDeLosMiosSi le dan ganas a esta hora de Pizza y Coca-Cola","Positive","","http://twitter.com/MauricioLeal_97/statuses/608078015038406656","M"
"2015-06-08 21:06:43","Twitter search","Mateo.","Porque nadie llega a mi casa con pizza y coca cola? Xq xq xq??","Positive","","http://twitter.com/Mate_andres_v/statuses/608077731755118592","M"
"2015-06-08 21:06:01","Twitter search","cindy sanchez","#ChoquelasSiAUsted le gustan los doritos con coca-cola","Positive","","http://twitter.com/cindyS262/statuses/608077556747771904","M"
"2015-06-08 21:04:09","Twitter search","Especial♥","Que ganas de unas Lay's con una Coca Cola♥","Positive","","http://twitter.com/CamiDelgado19/statuses/608077085802958848","M"
"2015-06-08 21:00:49","Twitter search","نّعيمه","Me dan ganas de comer hamburguesa, hasta con mal de ojo..No me importa y una Coca-Cola...Luego recuerdo q me puedo medio morir y se me pasa","Positive","","http://twitter.com/Nanoushti_/statuses/608076248569548800","M"
"2015-06-08 22:04:02","Twitter search","Adriana","Mi vida necesita de alguien que llegue a casa con pizza y coca-cola en mano.","Positive","","http://twitter.com/_OtraGonzalez/statuses/608092154112712706","M"
"2015-06-09 00:09:25","Twitter search","Julie♥","De 11:11 voy a pedir algo bien chimbita, algo como, no se, una Hamburguesa doble carne con Coca-Cola.","Positive","","http://twitter.com/dopes_and_young/statuses/608123709652660224","M"
"2015-06-09 02:14:37","Twitter search","Nathaly Quevedo","Quiero muchos doritos y una buena coca-cola 😩😩","Positive","","http://twitter.com/NathalyQuevedom/statuses/608155219244007424","M"
"2015-06-09 08:03:03","Twitter search","Michelle Hernández","Necesito unos pastelitos de queso, unas empanadas de carne mechada, tambien unas de jamon y queso, una coca cola, tal vez un poco de salsa","Positive","","http://twitter.com/michNoentiende/statuses/608242905120178176","M"
"2015-06-09 08:46:01","Twitter search","Beaa♛♕♡","Quiero hamburguesa, papas fritas, spaguetti, pizza, coca cola, facturas, torta, nutella, helado, asado ........ 🍔🍟🍝🍷🍩🍮🍯🍦🍖","Positive","","http://twitter.com/Betty290199/statuses/608253715578015744","M"
"2015-06-09 08:41:52","Twitter search","abel rosalez","A tu novia llevale pizza con coca Cola & te amara para siempre 󾌴󾮞󾌧","Positive","","http://twitter.com/ada_abel/statuses/608252672056172544","M"
"2015-06-09 08:34:20","Twitter search","Christian Ayala","Amanecí con ganas de pizza, Coca Cola y un par de bolas de helado, porque GORDO MARRANO.","Positive","","http://twitter.com/chrisayalah/statuses/608250777052827648","M"
"2015-06-09 09:09:44","Twitter search","BorjaGamer17","@BorjaGamer17 @antoniomartzm intro de MGSV con una cocacola fresca. Y patatas pringles de las verdes. THE KEY.","Positive","","http://twitter.com/BorjaGamer17/statuses/608259686975053825","M"
"2015-06-09 09:32:54","Twitter search","Jonathan Cortes","@_infoLibre @Cristiano Sería para coger una coca-cola y un bocadillo de tortilla en la cafetería del aeropuerto.","Positive","","http://twitter.com/JCortesCasanova/statuses/608265514339680256","M"
"2015-06-09 09:32:22","Twitter search","LUPISTO","#Sagitario hoy los sagitarios almorzaran huevos con tocino, frijolitos, tortillas de harina y cafe o coca cola con hielos.","Positive","","http://twitter.com/lupistodio/statuses/608265381547905025","M"
"2015-06-09 09:30:34","Twitter search","FC5★-C.A.V.S. ♡","Quiero hamburguesa, papas fritas, spaguetti, pizza, coca cola, facturas, torta, nutella, helado, asado ........ 🍔🍟🍝🍷🍩🍮🍯🍦🍖","Positive","","http://twitter.com/matyCAVS99/statuses/608264926860353536","M"
"2015-06-09 09:25:06","Twitter search","Danita","Quiero hamburguesa, papas fritas, spaguetti, pizza, coca cola, facturas, torta, nutella, helado, asado ........ 🍔🍟🍝🍷🍩🍮🍯🍦🍖","Positive","","http://twitter.com/dana_nazar_/statuses/608263551443202048","M"
"2015-06-09 09:39:29","Twitter search","Diego Corredor ♔","Te necesito como la coca-cola con la empanada","Positive","","http://twitter.com/__DiegoCorredor/statuses/608267170091532290","M"
"2015-06-09 10:07:34","Twitter search","Andreina","Comer empanadas de pollo con coca-cola y otros placeres de la vida.","Positive","","http://twitter.com/iAcmr_/statuses/608274238362001408","M"
"2015-06-09 10:16:42","Twitter search","Julian Jecs","Soy de quien me regale gomitas, nutella, doritos, coca-cola, alpinito, M&Ms, mejor dicho, ¡SOY DE QUIÉN ME LLENE DE DULCES!🍭🍭🍬🍬","Positive","","http://twitter.com/_esteban03/statuses/608276536718970880","M"
"2015-06-09 10:30:59","Twitter search","NicollFrancia","Hablando de felicidad, necesito doritos y coca-cola.","Positive","","http://twitter.com/NicollFranciaC/statuses/608280133863149568","M"
"2015-06-09 10:57:22","Twitter search","n[utella]ors.","Quiero hamburguesa, papas fritas, spaguetti, pizza, coca cola, facturas, torta, nutella, helado, asado ........ 🍔🍟🍝🍷🍩🍮🍯🍦🍖","Positive","","http://twitter.com/nxrayoung_SNL/statuses/608286772129374210","M"
"2015-06-09 10:52:05","Twitter search","DREAM","Quiero hamburguesa, papas fritas, spaguetti, pizza, coca cola, facturas, torta, nutella, helado, asado ........ 🍔🍟🍝🍷🍩🍮🍯🍦🍖","Positive","","http://twitter.com/BeleenCabrera1D/statuses/608285443868770304","M"
"2015-06-09 10:51:02","Twitter search",".","¿Por que no tengo una pizza con Coca-Cola a mi lado?¿POR QUE?","Positive","","http://twitter.com/Bvcg_/statuses/608285177299791873","M"
"2015-06-09 10:47:25","Twitter search","Pollo Potter","En mi matrimonio la plato fuerte será Doritos con Coca-Cola.","Positive","","http://twitter.com/SinMaricaditas/statuses/608284266548613120","M"
"2015-06-09 10:46:52","Twitter search","guillermina","Y a mi que!??!?! Aaaa mas te valía #Chocolate #CocaCola","Positive","","http://twitter.com/Minonaa/statuses/608284129717833729","M"
"2015-06-09 11:11:52","Twitter search","señor de los cielos","Coca-Cola, chocolate, twitter, coger, internet, música, películas… y todavia hay estúpidos adictos a las drogas.","Positive","","http://twitter.com/august6935/statuses/608290420708110336","M"
"2015-06-09 10:58:38","Twitter search","Sergio Tulio Brito","Pendiente de un Eslay de pizza con Pepsi? http://t.co/y9N8yEsusy #SeguimosYa #followers","Positive","","http://twitter.com/sertubri/statuses/608287091445760000","M"
"2015-06-09 10:57:09","Twitter search","MAR Y SOL GONCALVES","Pendiente de un Eslay de pizza con Pepsi? http://t.co/L0AppBVKSy #SeguimosYa #SubeTusSeguidores","Positive","","http://twitter.com/marisolzgs/statuses/608286717057974272","M"
"2015-06-09 11:28:14","Twitter search","JosuKero","@Nahiter_SrN si solo voy a beber coca cola, y cigarros de chocolate, soy un chico sano","Positive","","http://twitter.com/JosuKer0/statuses/608294539510587394","M"
"2015-06-09 11:38:46","Twitter search","Andrea Rincón","Una coca-cola bien fría y unas empanada pfsssffffhh no juegan.","Positive","","http://twitter.com/aprl__/statuses/608297192097488897","M"
"2015-06-09 12:07:32","Twitter search","selene Marfileño","@SanRuti vamonos por unos tacos con una cocacola bien fria en botella de vidrio yo invito","Positive","","http://twitter.com/iveselmar/statuses/608304428232417281","M"
"2015-06-09 13:01:40","Twitter search","Jaqui Caucigh","Viviría a hamburguesas y cocacola <3","Positive","","http://twitter.com/jaqiii25/statuses/608318051671527424","M"
"2015-06-09 13:00:09","Twitter search","Pepsi Venezuela","¿Unas piezas de pollo de @Churchs_Chicken con una Pepsi? ¡Buen plan para hoy! #CómetelaConPepsi #LoRicoSeComparte http://t.co/kB8Cr0p5b9","Positive","","http://twitter.com/PepsiVEN/statuses/608317669360607233","M"
"2015-06-09 14:07:00","Twitter search","Vicky Alvarez Avila","¿Ya probaron nuestras chips de camote, betabel, papa y plátano? Están bien buenas, parecen una botella de coca-cola. http://t.co/WIZPMxxAZ4","Positive","","http://twitter.com/aainigriv/statuses/608334494035283968","M"
"2015-06-09 14:23:08","Twitter search","✟Miickα✟","Mi vieja me trajo a la  compu pepsi y pochoclos falta esa peli ♥","Positive","","http://twitter.com/mickyvega12/statuses/608338555556012032","M"
"2015-06-09 14:32:00","Twitter search","♥Soy de evangelina♥♧","Frío ✔.  Lluvia ✔ . Película ✔ . Coca-Cola ✔ . Pochoclos  ✔ . Tu A Mi Lado = Noche Perfecta  💏 ♥","Positive","","http://twitter.com/bauti_alvarez/statuses/608340785612910592","M"
"2015-06-09 15:02:51","Twitter search","Daniela García  ♡","Quiero una hamburguesa con coca cola fría YA. 🍔","Positive","","http://twitter.com/daniela_4845/statuses/608348551291269120","M"
"2015-06-09 15:00:47","Twitter search","Salena","Estoy acostada en mi cama mirando series, con una bolsa de papas fritas y una lata de coca cola. Definan engordar.","Positive","","http://twitter.com/SinsajoExtinto/statuses/608348029129768960","M"
"2015-06-09 15:21:05","Twitter search","María Camila","Doritos & Coca Cola #LaVidaEsColorDeRosa","Positive","","http://twitter.com/Maria_Atehortua/statuses/608353137943035905","M"
"2015-06-09 15:19:34","Twitter search","HeLeNa","Un antojo de:. Pringles cheese con mucho chamoy y una coca cola bien helada 😱 #Quesufridera 😂","Positive","","http://twitter.com/23_meza/statuses/608352754935996416","M"
"2015-06-09 15:31:04","Twitter search","► Thomas ♛™","Con Willy En Casa Papas Fritas + CocaCola. #Music","Positive","","http://twitter.com/ThomyDuva/statuses/608355648846364672","M"
"2015-06-09 16:07:10","Twitter search","Santiago Paez","Pos me como una hamburguesa doble con extra queso, papas y Coca-Cola","Positive","","http://twitter.com/D_Santiagopaez/statuses/608364734879027200","M"
"2015-06-09 16:07:01","Twitter search","Lucio Szyrma","Pringles x3, Doritos, 3D, Magdalenas, Chocolate, Coca-Cola y Levite... Juntada","Positive","","http://twitter.com/lucioszyrma/statuses/608364698350821376","M"
"2015-06-09 16:23:45","Twitter search","Manuel Andrés..","Sin la pizza no tomo coca-cola.","Positive","","http://twitter.com/Mazz_1999/statuses/608368907469123584","M"
"2015-06-09 17:01:23","Twitter search","Don Cris, el Lobin.","Y unas papas fritas con mostaza y un vaso grande de coca cola bien helada","Positive","","http://twitter.com/KrissKaneswaran/statuses/608378381361664000","M"
"2015-06-09 17:13:47","Twitter search","Diego","Si supierais que mi segunda casa es el mcdonalds.....un helao, coca cola grande y dos hamburguesas de euro sin pepinillo y cebolla siempre 😂","Positive","","http://twitter.com/Diego_xxv/statuses/608381500862668802","M"
"2015-06-09 17:24:42","Twitter search","Maria Emilia Garcia","@m_emigarcia estar tomando sol en una reposera de coca cola!!! Comiendo una de esas ensaladas de fruta q tanto te gustan!!","Positive","","http://twitter.com/m_emigarcia/statuses/608384249255874562","M"
"2015-06-09 17:17:36","Twitter search","Opiniones de Verdad","Amar el café con chocolatina Jet, la empanada con champús, la coca cola con chontaduro eso sí es poliamor!!!","Positive","","http://twitter.com/opdverdad/statuses/608382459928027138","M"
"2015-06-09 18:04:26","Twitter search","César Suárez.","Con este clima yo empiezo a necesitar: hamburguesa, coca-cola, helado, cobijas y a usted.","Positive","","http://twitter.com/CesarSuarez_15/statuses/608394245888700418","M"
"2015-06-09 18:03:34","Twitter search","ANA MARÍA M","Con este clima yo empiezo a necesitar: hamburguesa, coca-cola, helado, cobijas y a usted.","Positive","","http://twitter.com/Morimitsu_09/statuses/608394026732167168","M"
"2015-06-09 18:13:49","Twitter search","Santiago","Esas ganas de comer una hamburguesa con coca cola y resignarse porque sabes que no tienes dinero","Positive","","http://twitter.com/walkxrz/statuses/608396608590479360","M"
"2015-06-09 18:12:56","Twitter search","Val✨","Con este clima yo empiezo a necesitar: hamburguesa, coca-cola, helado, cobijas y a usted.","Positive","","http://twitter.com/valeriahuertas/statuses/608396384287522816","M"
"2015-06-09 18:18:47","Twitter search","Camii","Quiero una hamburguesa con una pepsi por favaaar","Positive","","http://twitter.com/CamiiEscanilla/statuses/608397859831087107","M"
"2015-06-09 18:01:42","Twitter search","Cape","Compraron pizza, cerveza y pepsi de 3 litros, me muero","Positive","","http://twitter.com/SantyCapellino/statuses/608393556940746753","M"
"2015-06-09 18:30:18","Instagram search","Deen Alexander","Mi vida! #doritos #cocacola #Sandwich #Delicious","Positive","","https://instagram.com/p/3uaf0UKs9s/","M"
"2015-06-09 18:24:11","Instagram search","S.A.D.P💚","Nunca falta la #cocacola en la mesa de la casa y en el restaurante 😁👌","Positive","","https://instagram.com/p/3uZzDUCM73/","M"
"2015-06-09 18:31:12","Twitter search","LizRolando♡","Quiero doritos con coca cola😋","Positive","","http://twitter.com/LizRolando/statuses/608400981320192002","M"
"2015-06-09 18:27:01","Twitter search","•Catalina•","Tengo ganas de Doritos con Coca-Cola","Positive","","http://twitter.com/__CatalinaF/statuses/608399928507940866","M"
"2015-06-09 18:35:10","Twitter search","Gloria Arguello","#YoTodoElTiempo  tengo ganas de comer Doritos con coca-cola <3","Positive","","http://twitter.com/Gloris_ILY/statuses/608401979539386373","M"
"2015-06-09 18:32:55","Twitter search","Valeria.","Con este clima yo empiezo a necesitar: hamburguesa, coca-cola, helado, cobijas y a usted.","Positive","","http://twitter.com/Valeriauv0423/statuses/608401412825968641","M"
"2015-06-09 18:32:34","Twitter search","Iván Zuluaga","QUE VIVA LA COCA-COLA Y LOS DORITOS","Positive","","http://twitter.com/Ivanzuluaga95/statuses/608401326733688832","M"
"2015-06-09 18:45:48","Twitter search","Alejandro Jaramillo","#UstedNoSabeNoSeImagina CUANTO AMO LA NUTELLA, OREO,CHOCOLATINAS,COCA COLA , MINI CHIPS ,  MASMELOS .","Positive","","http://twitter.com/_AlejoJara/statuses/608404655052333057","M"
"2015-06-09 18:44:56","Twitter search","Daniela.","#UstedNoSabeNoSeImagina CUANTO AMO LA NUTELLA, OREO,CHOCOLATINAS,COCA COLA , MINI CHIPS ,  MASMELOS .","Positive","","http://twitter.com/_Danielaaaa_S_/statuses/608404437787398144","M"
"2015-06-09 19:08:50","Twitter search","Laura Zuluaga","Con este clima yo empiezo a necesitar: hamburguesa, coca-cola, helado, cobijas y a usted.","Positive","","http://twitter.com/LauraZuluaga11_/statuses/608410455611199488","M"
"2015-06-09 19:05:46","Twitter search","Sofiα","Que lindo paseo, centro, playa, panchos y CocaCola, y sacoa !","Positive","","http://twitter.com/sofiagrelli/statuses/608409683683082240","M"
"2015-06-09 19:02:57","Twitter search","Agu ʚïɞ","Vos, yo.. Doritos, coca cola.. No se, pensalo.","Positive","","http://twitter.com/KidrauhlMeliih/statuses/608408973184757760","M"
"2015-06-09 20:04:27","Twitter search","Cotacio Tania.","Una pizza con Coca-Cola si que sube el ánimo a esta hora🙌","Positive","","http://twitter.com/_Cotacia/statuses/608424448170016768","M"
"2015-06-09 20:17:09","Twitter search","Cami","Papas fritas con coca cola :DD","Positive","","http://twitter.com/CammyRitter1/statuses/608427645282451456","M"
"2015-06-09 20:12:20","Twitter search","Christian","Pizza, coca cola y Netflix. Amén.","Positive","","http://twitter.com/ChristiamRC/statuses/608426435703926787","M"
"2015-06-09 20:11:59","Twitter search","Lucila","Comer pizza sin cocacola me daña el alma","Positive","","http://twitter.com/lucilalopezp/statuses/608426346335866880","M"
"2015-06-09 21:04:39","Twitter search","Tata♡","Malditas ganas de hamburguesa doble carne, con muchas papas fritas y una coca cola bien helada.","Positive","","http://twitter.com/taniamahecha/statuses/608439601691275264","M"
"2015-06-09 21:04:13","Twitter search","Doe","@PaulaaaaCamila Hola si, me haces mas feliz que empanada con Coca-Cola 👀 http://t.co/4H0htGTVrD","Positive","","http://twitter.com/PaulaaaaCamila/statuses/608439490869362690","M"
"2015-06-09 21:01:55","Twitter search","Juan Pablo Esteban.","@PaulaaaaCamila Hola si, me haces mas feliz que empanada con Coca-Cola 👀 http://t.co/4H0htGTVrD","Positive","","http://twitter.com/JuanPabloParraC/statuses/608438910256033793","M"
"2015-06-09 22:05:27","Twitter search","miky","@regisolmo_ Póngale pepperoni y extra queso! 🙊 y una coca cola de dos litros 😋","Positive","","http://twitter.com/_MiguelCruz/statuses/608454900935196677","M"
"2015-06-09 22:14:05","Twitter search","Carolinaa.","Llevo luchando como 4 meses contra la Coca cola y los doritos, pero que culpa si es lo que más me gusta. 😍😍","Positive","","http://twitter.com/CarolinaV_12/statuses/608457072892588033","M"
"2015-06-09 23:05:49","Twitter search","♣️","Yo con queso🙏“@sabriinacs_: Quiero una pizza con coca-cola😍💦👅🔥”","Positive","","http://twitter.com/sabriinacs_/statuses/608470094046461954","M"
"2015-06-09 23:01:55","Twitter search","Culé.","Yo con queso🙏“@sabriinacs_: Quiero una pizza con coca-cola😍💦👅🔥”","Positive","","http://twitter.com/Chon_Arvelo/statuses/608469112810053632","M"
"2015-06-09 23:00:11","Twitter search","♣️","Quiero una pizza con coca-cola😍💦👅🔥","Positive","","http://twitter.com/sabriinacs_/statuses/608468673062432770","M"
"2015-06-10 00:07:26","Twitter search","Johennys","Un pollito así todo ricoo con papitas  y coca cola ufffff","Positive","","http://twitter.com/Joheeennys_/statuses/608485598471557120","M"
"2015-06-10 00:03:53","Twitter search","Dariana Moreno","Un pollito así todo ricoo con papitas  y coca cola ufffff","Positive","","http://twitter.com/oyedari/statuses/608484703650373633","M"
"2015-06-10 00:03:02","Twitter search","★Robert Ramirez†","Un pollito así todo ricoo con papitas  y coca cola ufffff","Positive","","http://twitter.com/Robert_RJRD/statuses/608484489929617408","M"
"2015-06-10 00:02:17","Twitter search","Hemi","Un pollito así todo ricoo con papitas  y coca cola ufffff","Positive","","http://twitter.com/Heeeemi_/statuses/608484301873799169","M"
"2015-06-10 00:00:38","Twitter search","Dayana Matti","Un pollito así todo ricoo con papitas  y coca cola ufffff","Positive","","http://twitter.com/Daya_2/statuses/608483887887605761","M"
"2015-06-10 00:18:04","Twitter search","pedro juako.sh","#YaEsMuyNormalQue todos sepan que soy adicto a las gomitas y a la coca cola","Positive","","http://twitter.com/PedrojuakoSH/statuses/608488274785660928","M"
"2015-06-10 02:13:12","Twitter search","Frida Lara","Te quiero aquí, con una hamburguesa y una coca cola.. pero te quiero.","Positive","","http://twitter.com/friquislara/statuses/608517249113071617","M"
"2015-06-10 02:04:08","Twitter search","Sofi∆Alegre","Coca cola con pizza, coca cola con pan, coca cola con dorito, coca cola con galleta,  cosa cola con tequeño. Yo y mi gran adicción👌","Positive","","http://twitter.com/sofialegre1D/statuses/608514966812041216","M"
"2015-06-10 02:00:52","Twitter search","Niall Please answer","Coca cola con pizza, coca cola con pan, coca cola con dorito, coca cola con galleta,  cosa cola con tequeño. Yo y mi gran adicción👌","Positive","","http://twitter.com/annzjma/statuses/608514144921333760","M"
"2015-06-10 03:09:02","Twitter search","Lucia Belén","Papas fritas, chizitos, palitos de la selva, una coca cola bien fría y gh ! #Guleando http://t.co/Dk0dU6FtZj","Positive","","http://twitter.com/IdiarteLucia/statuses/608531298643259392","M"
"2015-06-10 03:04:39","Twitter search","Y♡","Ustedes también Tiene ganas de pizza y coca cola fria a esta ahora, o Solo soy yo?","Positive","","http://twitter.com/Yurii_Aguiiilar/statuses/608530196736675840","M"
"2015-06-10 03:48:14","Twitter search","Kevin Javier ✌","Unos Doritos Con Queso Y Una Coca-Cola Bien Fría 😍","Positive","","http://twitter.com/k_javier18/statuses/608541165239963648","M"
"2015-06-10 03:32:17","Twitter search","Brayan #13","Me dieron fue ganas de una hamburguesa con coca-cola","Positive","","http://twitter.com/BRAYAN_PABON13/statuses/608537152868241408","M"
"2015-06-10 04:01:19","Twitter search","⚓Da","Me comería 2 whoppers con mucha mayooooo ahora mismo y unas papas grandes y una pepsi.😩🍔🍟","Positive","","http://twitter.com/Darimaarie/statuses/608544455365304321","M"
"2015-06-10 05:32:19","Twitter search","Vαnє'◢◤","Malditas ganas de hamburguesa doble carne, con muchas papas fritas y una coca cola bien helada.","Positive","","http://twitter.com/PegadaAlpisoo_/statuses/608567357888413696","M"
"2015-06-10 06:14:44","Twitter search","SG✘","@SachaGonzalez_ @NicoBeccaglia Che no seria mala idea (sale de una pila de chocolates y coca cola)","Positive","","http://twitter.com/SachaGonzalez_/statuses/608578033105182721","M"
"2015-06-10 06:18:07","Twitter search","Spirid of fire","@PachirisuDesu yo quiero un bistec con patatas fritas y una ensalada pls ah y una Coca-Cola XDDDD","Positive","","http://twitter.com/MichelMolero2/statuses/608578884666306560","M"
