"Timestamp","Sources","Authors","Content","Opinions","Tags","Link","Classification"
"2015-06-10 16:50:39","FanPage: Ezequiel Lavezzi","Cami Piedrabuena","Lastima q no me gusta la pepsi","Negative","","http://www.facebook.com/ezequiel.lavezzi/posts/614331342003419?comment_id=614334648669755","M"
"2015-06-10 16:58:51","FanPage: Ezequiel Lavezzi","Carito Martinez","A quien le importa la Pepsi??????","Negative","","http://www.facebook.com/ezequiel.lavezzi/posts/614331342003419?comment_id=614336232002930","M"
"2015-06-11 16:07:47","FanPage: Ezequiel Lavezzi","S O Anaa Aqdur","nooo gracias envenenate solo  ... yo tomo agua (y)","Negative","","http://www.facebook.com/ezequiel.lavezzi/posts/614331342003419?comment_id=614591988644021","M"
"2015-06-10 17:52:05","Fanpage: Pepsi Argentina","Sebas Fer","Si el pocho lavezzi tomará Pepsi de verdad volvería a ser el gordo de san lorenzo.","Negative","","http://www.facebook.com/pepsiargentina/posts/841430432617187?comment_id=846122428814654","M"
"2015-06-12 10:32:09","Twitter: @PepsiArgentina","Nat Geo","'@PepsiArgentina: El Pocho sabe. http://t.co/BrfoVF0ke0' así se me va toda gana de tomar Pepsi. La psicología inversa acá no funciona,gente.","Negative","","http://twitter.com/shedreamsofl0ve/statuses/609367587479265280","M"
"2015-06-12 11:40:55","Twitter search","Dayanacba","Viendo la publi de Pepsi retornable no sé cuál de los dos Pochos chorrea más grasa","Negative","","http://twitter.com/Dayanacba/statuses/609384896923045888","M"
"2015-06-13 04:45:30","Twitter search","L","como rompen las pelotas los de pepsi con pocho la pantera/lavezzi su publicidad es tan divertida como una fiesta en la morgue","Negative","","http://twitter.com/LiaUberti/statuses/609642738125021184","M"
"2015-06-13 12:55:49","Twitter search","Abelardo Del Prado","Diganme que Uds. también tildaron de ofensivos los tweets promocionados de Pepsi con Pocho la Pantera...","Negative","","http://twitter.com/AbelardoDelP/statuses/609766132170510338","M"
"2015-06-14 11:04:59","Fanpage: Pepsi Argentina","Leila Añazco","No les parece de mal gusto la publicidad de la radio? Es graciosa verla x teve, pero x radio cuando describen a Pocho la Pantera con la anomatopeya de asco, m parece muy innecesaria.Gracias x dejar dar mi opinión!  Saludos!","Negative","","http://www.facebook.com/pepsiargentina/posts/838289152931315?comment_id=848084805285083","M"
"2015-06-15 09:12:37","Twitter search","murphy macmanus","Que propaganda de mierda la de pepsi y pocho la pantera eh","Negative","","http://twitter.com/magunoodles/statuses/610434735928643584","M"
"2015-06-16 20:52:03","Twitter: @PepsiArgentina","Agustina VL","El #pocho se acaba de limpiar los mocos con la pechera. La publicidad de @PepsiArgentina cayendo en 3, 2....","Negative","","http://twitter.com/agustinavl/statuses/610973142924853248","M"
"2015-06-08 05:22:15","Twitter: @PochoLavezzi","Juan Alfredo Lario","#FIFAdosyAFAnados TINELLI amigo y SOCIO de Burzaco PROFUGO del #EscandaloFIFA @PochoLavezzi @Mascherano http://t.co/fk42afPkqq","Objective","","http://twitter.com/Crono60/statuses/607840049477111808","M"
"2015-06-08 05:12:12","Twitter: @PochoLavezzi","Maturiel.","@MaanuSegovia @FlorchusAbregu @PochoLavezzi yo no debo nada.","Objective","","http://twitter.com/MatiasUriel_L/statuses/607837521263886336","M"
"2015-06-08 05:11:56","Twitter: @PochoLavezzi","Maturiel.","@FlorchusAbregu @MaanuSegovia @NicolePungitore @PochoLavezzi con el único Pocho que podes hablar por msn es la pantera.","Objective","","http://twitter.com/MatiasUriel_L/statuses/607837453756563457","M"
"2015-06-08 01:25:58","FanPage: Ezequiel Lavezzi","Lujan Delgado","Pocho mas lindo el con una diosa Macedo Hermosos !!! No la critiquen el q este libre d pecado q arroje la primera piedra?","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613415832094970","M"
"2015-06-08 05:57:11","FanPage: Ezequiel Lavezzi","Sebastian Kretz","eso es en el hotel que yo trabajo justo me toco estar de franco esa noche","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613524125417474","M"
"2015-06-08 00:23:24","FanPage: Ezequiel Lavezzi","Ruben Jose Faisal","Sos re tonto pibe hace un comentario propio y no hables así a una mujer pobre infeliz de fútbol se ve que no sabes nada vos !","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613408118762408","M"
"2015-06-08 04:33:53","FanPage: Ezequiel Lavezzi","Diwas Chaulagain","Di maria!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613470778756142","M"
"2015-06-08 06:10:20","FanPage: Ezequiel Lavezzi","Diana Cecilia Vigil","Vamos Argentina Carajo!!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613525788750641","M"
"2015-06-08 06:17:54","FanPage: Ezequiel Lavezzi","Faizal Azeez","Arg","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613526712083882","M"
"2015-06-08 06:29:02","FanPage: Ezequiel Lavezzi","Eladito Mayk Cepeda","Grande Pocho","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613527905417096","M"
"2015-06-08 07:15:33","FanPage: Ezequiel Lavezzi","Sandra Albornoz","Grande pocho!!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613534915416395","M"
"2015-06-08 08:13:07","FanPage: Ezequiel Lavezzi","Ruben Stefani","Grande Pocho!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613544222082131","M"
"2015-06-08 07:43:20","Twitter search","Lale Landa","Si la publicidad de Pepsi fuera con una modelo en lugar del Pocho Lavezzi y con una gorda fea en lugar de Pocho La Pantera, ardería Troya.","Objective","","http://twitter.com/JefeGorgojo/statuses/607875554168184832","M"
"2015-06-08 09:21:06","Twitter: @PochoLavezzi","Geor ©@®© ♥","@PochoLavezzi vos dijiste en @EstudioFutbolOk q si volves a Argentina jugarías en Central,la Chachoneta te espera con los brazos abiertos.","Objective","","http://twitter.com/georginacaldara/statuses/607900159150800896","M"
"2015-06-08 09:06:07","Twitter: @PochoLavezzi","Sebastian","@PochoLavezzi vos dijiste en @EstudioFutbolOk q si volves a Argentina jugarías en Central,la Chachoneta te espera con los brazos abiertos.","Objective","","http://twitter.com/sebapablo182/statuses/607896386584113154","M"
"2015-06-08 08:31:01","FanPage: Ezequiel Lavezzi","Gabriela Manquez","hermosos los dos","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613547372081816","M"
"2015-06-08 09:24:20","FanPage: Ezequiel Lavezzi","Veronica Sarme","Ay Lavezzi que potable que sos cheeequeeeto! <","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613557225414164","M"
"2015-06-08 09:06:08","FanPage: Ezequiel Lavezzi","Hugo  Aides","Volvé a Estudiantes!!!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613554308747789","M"
"2015-06-08 09:08:54","FanPage: Ezequiel Lavezzi","Cecilia Becerra","Te Aaaaamoooo Pochoooo!!! Sos un geniooooo. .","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613554678747752","M"
"2015-06-08 09:10:50","FanPage: Ezequiel Lavezzi","Juan Guzman","liiiiiiiiiiiiiiidooooor","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613554958747724","M"
"2015-06-08 09:11:28","FanPage: Ezequiel Lavezzi","Sandra Lopez","dos genios¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613555432081010","M"
"2015-06-08 09:33:00","FanPage: Ezequiel Lavezzi","Teresa Quiroz","Dos canallas hermosos!....","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613558312080722","M"
"2015-06-08 10:04:51","FanPage: Ezequiel Lavezzi","Flor Juarez","jjajaja que boba","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613563185413568","M"
"2015-06-08 10:05:15","FanPage: Ezequiel Lavezzi","Concepcion Medina","Kien iba ah pensar ke lavezzi estaria asi de grandotte y buenotte ahora, nada k ver con lavezzi ke jugaba en san lorenzo un pibe flakiiito cabezon feito jaja wee kien lo viera y kien lo vio pocho sos hermoso...","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613563235413563","M"
"2015-06-08 10:01:18","FanPage: Ezequiel Lavezzi","Cari Lucero","sin palabras!! ♡♡♡♡♡","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613562682080285","M"
"2015-06-08 10:02:51","FanPage: Ezequiel Lavezzi","Valeria Veronica Bianchini","Vamos Argentinaaaaa!!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613562908746929","M"
"2015-06-08 10:09:38","FanPage: Ezequiel Lavezzi","Cintia Fulco","Ese es un traga chele","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613563728746847","M"
"2015-06-08 10:19:58","FanPage: Ezequiel Lavezzi","Norma Arce","Pelotudos!!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613565458746674","M"
"2015-06-08 10:28:45","FanPage: Ezequiel Lavezzi","Carolina Araya","Nooo  podess   serrr  tannn   hermozoooooo   pocho","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613567802079773","M"
"2015-06-08 10:36:38","FanPage: Ezequiel Lavezzi","Ivana Alderete","hermosa..divina....lo  q tenes!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613569395412947","M"
"2015-06-08 12:44:16","FanPage: Ezequiel Lavezzi","Carlos Monzon","un grande opcho","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613597408743479","M"
"2015-06-08 11:40:58","Twitter search","ANGELA RIVAS","#PochoBombero http://t.co/y1We4fvytY","Objective","","http://twitter.com/AangeRivas/statuses/607935355405365249","M"
"2015-06-08 14:36:12","FanPage: Ezequiel Lavezzi","Saa Ordiales","Miku Carbone","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613623095407577","M"
"2015-06-08 15:01:50","FanPage: Ezequiel Lavezzi","Love Monic","Me encanta la pareja","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613629518740268","M"
"2015-06-08 15:08:55","FanPage: Ezequiel Lavezzi","Monica Mas","La Macedo es una come hombres.....El Pochito es mío yeguaaaaaaaaaaaa!!!!!!!!!!!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613630962073457","M"
"2015-06-08 15:10:53","FanPage: Ezequiel Lavezzi","Rocio Diaz","se juntaron los dos q amoo y adoro!! son hermosos!! y q linda pareja harian!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613296388773581?comment_id=613631262073427","M"
"2015-06-08 11:51:09","FanPage: Ezequiel Lavezzi","Rocha Paz","5 se comieron los bolivianos","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613584542078099","M"
"2015-06-08 14:03:00","FanPage: Ezequiel Lavezzi","Cintia Giavarini","Dos grandes canallas!!! Que hermosos!♡","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613617575408129","M"
"2015-06-08 14:26:12","FanPage: Ezequiel Lavezzi","Monica Redruello","Que bueno y el pocho sin palabrasss","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613621622074391","M"
"2015-06-08 14:28:31","FanPage: Ezequiel Lavezzi","Nayita Gallardo","ganemos","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613621998741020","M"
"2015-06-08 15:53:51","FanPage: Ezequiel Lavezzi","Cande Torres","Vamos pocho La copa es Argentina","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613638602072693","M"
"2015-06-08 16:04:39","FanPage: Ezequiel Lavezzi","Damian Santoro","Son canallas , vamos Argentina!!!!!","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613641258739094","M"
"2015-06-08 15:10:18","Twitter: @pochopantera","Maximilian","Uno de nuestros pasantes almorzó después de 4 días y se autofilmó. Quedó como el @PochoPantera. HE’S FIRED http://t.co/j0sQN4Qnyl","Objective","","http://twitter.com/MPMaxi95/statuses/607988035536461824","M"
"2015-06-08 17:19:20","FanPage: Ezequiel Lavezzi","Patricia Quiros","que hermoso partido gracias tkmmmm","Objective","","http://www.facebook.com/ezequiel.lavezzi/posts/613233562113197?comment_id=613654805404406","M"
"2015-06-08 15:59:06","Twitter: @PochoLavezzi","emilia noguez","@PochoLavezzi Pocho sos hermoso!!!!!!!!!!","Objective","","http://twitter.com/emilia1287/statuses/608000318387941377","M"
"2015-06-08 15:03:14","Twitter: @PochoLavezzi","Victor Bilsky","Pasión Canalla. El cuarto de @PochoLavezzi y Di Maria... http://t.co/3hnY8eeA9Q","Objective","","http://twitter.com/vmbilsky/statuses/607986259638779904","M"
"2015-06-08 18:13:29","Twitter search","Los libertadores INT","#bomberos #ovalle despacha unidades B3 B4 B6 A INCENDIO ESTRUCTURAL ruta D-505 A UN costado de la cocacola http://t.co/sMvrK2BLQ1","Objective","","http://twitter.com/Los_Liber_INT/statuses/608034137136578560","M"
"2015-06-08 18:10:28","Twitter search","kako mena  lopez","#bomberos #ovalle despacha unidades B3 B4 B6 A INCENDIO ESTRUCTURAL ruta D-505 A UN costado de la cocacola http://t.co/sMvrK2BLQ1","Objective","","http://twitter.com/Kako_Mena_c1/statuses/608033376558301184","M"
"2015-06-08 19:17:17","Twitter search","ANGELICA LUCO","Ahora incendió frente a coca-cola #ovalle salida sur , bomberos en el lugar. @eldia_cl @elovallino http://t.co/F9UWMtpb6f","Objective","","http://twitter.com/angelicaluco/statuses/608050191086809089","M"
"2015-06-08 18:50:03","Twitter: @PochoLavezzi ([OWNER])","Ezequiel Lavezzi","Feliz cumple payaso mala onda,lo mejor para vos en tu día!! https://t.co/eulOMsJOMO","Objective","","http://twitter.com/PochoLavezzi/statuses/608043338005159937","A"
"2015-06-08 20:17:35","Twitter: @pochopantera","zoila cerda","viva la vida viva el amorrrrrrrrrrr viva la vida y las mujereeeeeeess que en este muuuuuuundo sonnnnnnnnn lo me jorrrrr (cantando) jjajajaja","Objective","","http://twitter.com/nattseptier/statuses/608065369232801793","M"
"2015-06-08 21:08:16","Twitter: @PochoLavezzi","TRIPL3T/Argentina/BJ","Feliz cumple payaso mala onda,lo mejor para vos en tu día!! https://t.co/eulOMsJOMO","Objective","","http://twitter.com/TiniYMale/statuses/608078122886529024","M"
"2015-06-08 21:04:00","Twitter: @PochoLavezzi","Gaston cARc","Pasión Canalla. El cuarto de @PochoLavezzi y Di Maria... http://t.co/3hnY8eeA9Q","Objective","","http://twitter.com/GastonCid12/statuses/608077048473612288","M"
"2015-06-08 21:02:18","Twitter: @PochoLavezzi","Alejandro","@Argentina @PochoLavezzi @Mascherano Feliz Cumpleee Grosso!!!! Grande Jefecito!!","Objective","","http://twitter.com/JoseAlejandroMR/statuses/608076622206533632","M"
"2015-06-08 21:01:19","Twitter: @PochoLavezzi","Pamela Suarez","Che @PochoLavezzi  me parece que el lindo collage q subiste es de nuestra amiga @pame_suarez minimo seguila!! 😉","Objective","","http://twitter.com/pame_suarez/statuses/608076371617845249","M"
"2015-06-08 21:00:54","Twitter: @PochoLavezzi","Alejandro","#CopaAmérica Mirá el collage que @PochoLavezzi le armó a @Mascherano por su cumpleaños. http://t.co/jMTvbyv5GU","Objective","","http://twitter.com/JoseAlejandroMR/statuses/608076268467318784","M"
"2015-06-08 21:00:12","Twitter: @PochoLavezzi","Juli ♡","Feliz cumple payaso mala onda,lo mejor para vos en tu día!! https://t.co/eulOMsJOMO","Objective","","http://twitter.com/JulianaDalmau/statuses/608076091010523136","M"
"2015-06-08 20:31:59","Twitter: @PochoLavezzi","Rodrigo","#CopaAmérica Mirá el collage que @PochoLavezzi le armó a @Mascherano por su cumpleaños. http://t.co/jMTvbyv5GU","Objective","","http://twitter.com/RodrixG_17/statuses/608068990070571009","M"
"2015-06-08 20:19:50","Twitter: @PochoLavezzi","Aurora Lencina","#CopaAmérica Mirá el collage que @PochoLavezzi le armó a @Mascherano por su cumpleaños. http://t.co/jMTvbyv5GU","Objective","","http://twitter.com/ecd4c72bbf6342b/statuses/608065931881889793","M"
"2015-06-08 20:02:12","Twitter: @PochoLavezzi","Daniel Segovia","@argentina @mascherano @pocholavezzi Excelente muchachos!!! los quiero!!!","Objective","","http://twitter.com/DanielVanHassel/statuses/608061494979399681","M"
"2015-06-08 19:58:51","Twitter: @PochoLavezzi","♡Cele","#CopaAmérica Mirá el collage que @PochoLavezzi le armó a @Mascherano por su cumpleaños. http://t.co/jMTvbyv5GU","Objective","","http://twitter.com/CeleSanna/statuses/608060651727147009","M"
